,Country,Data as of,Case definition,Number of cases Cumulative,Number of cases in past 21 days,Number of deaths Cumulative
1073,Guinea,2015-12-20, Suspected,0,Not reported.,Data not available.
1074,Guinea,2015-12-20, Probable,453,Not reported.,453
1075,Guinea,2015-12-20, Confirmed,3351,0,2083
1076,Guinea,2015-12-20, Total,3804,,2536
1077,Guinea,2015-12-20, Suspected,0,,Not available
1078,Guinea,2015-12-20, Probable,453,,453
1079,Guinea,2015-12-20, Confirmed,3351,,2083
1080,Guinea,2015-12-23, Probable,453,,453
1081,Guinea,2015-12-23, Confirmed,3351,,2083
1082,Guinea,2015-12-23, Suspected,0,,Not available
1083,Guinea,2015-12-23, Total,3804,,2536
1084,Guinea,2015-12-24, Probable,453,,453
1085,Guinea,2015-12-24, Confirmed,3351,,2083
1086,Guinea,2015-12-24, Total,3805,,2536
1087,Guinea,2015-12-24, Suspected,1,,Not available
1088,Guinea,2015-12-26, Confirmed,3351,,2083
1089,Guinea,2015-12-26, Probable,453,,453
1090,Guinea,2015-12-26, Total,3804,,2536
1091,Guinea,2015-12-26, Suspected,0,,Not available
1092,Guinea,2015-12-27, Probable,453,Not reported.,453
1093,Guinea,2015-12-27, Confirmed,3351,,2083
1094,Guinea,2015-12-27, Probable,453,,453
1095,Guinea,2015-12-27, Suspected,0,Not reported.,Data not available.
1096,Guinea,2015-12-27, Total,3804,0,2536
1097,Guinea,2015-12-27, Suspected,0,,Not available
1098,Guinea,2015-12-27, Total,3804,,2536
1099,Guinea,2015-12-27, Confirmed,3351,0,2083
1100,Guinea,2015-12-28, Probable,453,Not reported.,453
1101,Guinea,2015-12-28, Confirmed,3351,0,2083
1102,Guinea,2015-12-28, Probable,453,Not reported.,453
1103,Guinea,2015-12-28, Confirmed,3351,-,2083
1104,Guinea,2015-12-28, Probable,453,-,453
1105,Guinea,2015-12-28, Suspected,0,-,Data not available.
1106,Guinea,2015-12-28, Total,3804,-,2536
1107,Guinea,2015-12-28, Total,3804,0,2536
1108,Guinea,2015-12-28, Suspected,0,Not reported.,Data not available.
1109,Guinea,2015-12-28, Total,3804,0,2536
1110,Guinea,2015-12-28, Suspected,0,Not reported.,Data not available.
1111,Guinea,2015-12-28, Confirmed,3351,0,2083
1112,Guinea,2015-12-28, Probable,453,Not reported.,453
1113,Guinea,2015-12-28, Suspected,0,Not reported.,Data not available.
1114,Guinea,2015-12-28, Probable,453,Not reported.,453
1115,Guinea,2015-12-28, Confirmed,3351,0,2083
1116,Guinea,2015-12-28, Total,3804,0,2536
1117,Guinea,2015-12-28, Suspected,0,Not reported.,Data not available.
1118,Guinea,2015-12-28, Probable,453,Not reported.,453
1119,Guinea,2015-12-28, Confirmed,3351,0,2083
1120,Guinea,2015-12-28, Total,3804,0,2536
1121,Guinea,2015-12-28, Confirmed,3351,0,2083
1122,Guinea,2015-12-28, Suspected,0,Not reported.,Data not available.
1123,Guinea,2015-12-28, Total,3804,0,2536
1124,Guinea,2015-12-28, Total,3804,-,2536
1125,Guinea,2015-12-28, Suspected,0,-,Data not available.
1126,Guinea,2015-12-28, Probable,453,-,453
1127,Guinea,2015-12-28, Confirmed,3351,0,2083
1128,Guinea,2015-12-28, Confirmed,3351,0,2083
1129,Guinea,2015-12-28, Probable,453,Not reported.,453
1130,Guinea,2015-12-28, Total,3804,-,2536
1131,Guinea,2015-12-28, Suspected,0,-,Data not available.
1132,Guinea,2015-12-28, Probable,453,-,453
1133,Guinea,2015-12-28, Confirmed,3351,-,2083
1134,Guinea,2015-12-28, Probable,453,-,453
1135,Guinea,2015-12-28, Suspected,0,-,Data not available.
1136,Guinea,2015-12-28, Total,3804,-,2536
1137,Guinea,2015-12-28, Confirmed,3351,0,2083
1138,Guinea,2015-12-28, Probable,453,Not reported.,453
1139,Guinea,2015-12-28, Suspected,0,Not reported.,Data not available.
1140,Guinea,2015-12-28, Total,3804,0,2536
1141,Guinea,2015-12-28, Confirmed,3351,-,2083
1142,Guinea,2015-12-28, Probable,453,Not reported.,453
1143,Guinea,2015-12-28, Suspected,0,Not reported.,Data not available.
1144,Guinea,2015-12-28, Total,3804,-,2536
1145,Guinea,2015-12-28, Confirmed,3351,0,2083
1146,Guinea,2015-12-28, Probable,453,Not reported.,453
1147,Guinea,2015-12-28, Suspected,0,Not reported.,Data not available.
1148,Guinea,2015-12-28, Total,3804,0,2536
1149,Guinea,2015-12-28, Confirmed,3351,-,2083
1150,Guinea,2015-12-28, Probable,453,Not reported.,453
1151,Guinea,2015-12-28, Suspected,0,Not reported.,Data not available.
1152,Guinea,2015-12-28, Confirmed,3351,-,2083
1153,Guinea,2015-12-28, Total,3804,0,2536
1154,Guinea,2015-12-28, Total,3804,-,2536
1155,Guinea,2015-12-28, Total,3804,0,2536
1156,Guinea,2015-12-28, Suspected,0,-,Data not available.
1157,Guinea,2015-12-28, Confirmed,3351,-,2083
1158,Guinea,2015-12-28, Probable,453,-,453
1159,Guinea,2015-12-28, Total,3804,-,2536
1160,Guinea,2015-12-28, Total,3804,0,2536
1161,Guinea,2015-12-28, Suspected,0,Not reported.,Data not available.
1162,Guinea,2015-12-28, Probable,453,Not reported.,453
1163,Guinea,2015-12-28, Confirmed,3351,0,2083
1164,Guinea,2015-12-28, Suspected,0,-,Data not available.
1165,Guinea,2015-12-28, Suspected,0,Not reported.,Data not available.
1166,Guinea,2015-12-28, Probable,453,-,453
1167,Guinea,2015-12-28, Confirmed,3351,0,2083
1168,Guinea,2015-12-28, Total,3804,-,2536
1169,Guinea,2015-12-28, Suspected,0,-,Data not available.
1170,Guinea,2015-12-28, Probable,453,-,453
1171,Guinea,2015-12-28, Confirmed,3351,-,2083
1172,Guinea,2015-12-28, Suspected,0,Not reported.,Data not available.
1173,Guinea,2015-12-28, Confirmed,3351,-,2083
1174,Guinea,2015-12-28, Total,3804,0,2536
1175,Guinea,2015-12-28, Probable,453,Not reported.,453
1176,Guinea,2016-03-20, Suspected,0,Not reported.,Data not available.
1177,Guinea,2016-03-20, Probable,3,3,3
1178,Guinea,2016-03-20, Confirmed,2,2,1
1179,Guinea,2016-03-20, Total,5,5,4
1180,Guinea,2016-03-27, Total,7,7,7
1181,Guinea,2016-03-27, Suspected,Not reported.,Not reported.,Not reported.
1182,Guinea,2016-03-27, Probable,3,3,3
1183,Guinea,2016-03-27, Confirmed,4,4,4
1184,Guinea,2016-04-03, Confirmed,6,6,5
1185,Guinea,2016-04-03, Suspected,Not reported.,Not reported.,Not reported.
1186,Guinea,2016-04-03, Probable,3,3,3
1187,Guinea,2016-04-03, Total,9,9,8
1188,Guinea,2016-04-10, Confirmed,7,5,5
1189,Guinea,2016-04-10, Probable,3,0,3
1190,Guinea,2016-04-10, Suspected,Not reported.,Not reported.,Not reported.
1191,Guinea,2016-04-10, Total,10,5,8
1192,Guinea,2016-04-17, Total,10,3,8
1193,Guinea,2016-04-17, Suspected,Not reported.,Not reported.,Not reported.
1194,Guinea,2016-04-17, Probable,3,0,3
1195,Guinea,2016-04-17, Confirmed,7,3,5
1196,Guinea,2016-04-24, Confirmed,7,1,5
1197,Guinea,2016-04-24, Total,10,1,8
1198,Guinea,2016-04-24, Suspected,Not reported.,Not reported.,Not reported.
1199,Guinea,2016-04-24, Probable,3,0,3
1200,Guinea,2016-05-01, Probable,3,0,3
1201,Guinea,2016-05-01, Total,10,0,8
1202,Guinea,2016-05-01, Confirmed,7,0,5
1203,Guinea,2016-05-01, Suspected,Not reported.,Not reported.,Not reported.
1204,Guinea,2016-05-08, Confirmed,7,0,5
1205,Guinea,2016-05-08, Probable,3,0,3
1206,Guinea,2016-05-08, Suspected,Not reported.,Not reported.,Not reported.
1207,Guinea,2016-05-08, Total,10,0,8
