,Country,Data as of,Case definition,Number of cases Cumulative,Number of cases in past 21 days,Number of deaths Cumulative
970,Sierra Leone,2015-11-07, Suspected,5131,,158
971,Sierra Leone,2015-11-07, Probable,287,,208
972,Sierra Leone,2015-11-07, Confirmed,8704,,3589
973,Sierra Leone,2015-11-07, Confirmed,8704,-,3589
974,Sierra Leone,2015-11-07, Probable,287,-,208
975,Sierra Leone,2015-11-07, Suspected,5131,-,158
976,Sierra Leone,2015-11-07, Total,14 122,,3955
977,Sierra Leone,2015-11-07, Suspected,5131,,158
978,Sierra Leone,2015-11-07, Probable,287,,208
979,Sierra Leone,2015-11-07, Confirmed,8704,,3589
980,Sierra Leone,2015-11-07, Total,14 122,-,3955
981,Sierra Leone,2015-11-07, Total,14 122,,3955
982,Sierra Leone,2015-11-07, Suspected,5131,,158
983,Sierra Leone,2015-11-07, Probable,287,,208
984,Sierra Leone,2015-11-07, Confirmed,8704,,3589
985,Sierra Leone,2015-11-07, Total,14 122,0,3955
986,Sierra Leone,2015-11-07, Suspected,5131,Not reported.,158
987,Sierra Leone,2015-11-07, Probable,287,Not reported.,208
988,Sierra Leone,2015-11-07, Confirmed,8704,,3589
989,Sierra Leone,2015-11-07, Probable,287,,208
990,Sierra Leone,2015-11-07, Total,14 122,,3955
991,Sierra Leone,2015-11-07, Confirmed,8704,-,3589
992,Sierra Leone,2015-11-07, Total,14 122,,3955
993,Sierra Leone,2015-11-07, Confirmed,8704,-,3589
994,Sierra Leone,2015-11-07, Probable,287,-,208
995,Sierra Leone,2015-11-07, Confirmed,8704,-,3589
996,Sierra Leone,2015-11-07, Total,14 122,,3955
997,Sierra Leone,2015-11-07, Confirmed,8704,,3589
998,Sierra Leone,2015-11-07, Probable,287,,208
999,Sierra Leone,2015-11-07, Suspected,5131,,158
1000,Sierra Leone,2015-11-07, Total,14 122,,3955
1001,Sierra Leone,2015-11-07, Suspected,5131,,158
1002,Sierra Leone,2015-11-07, Probable,287,,208
1003,Sierra Leone,2015-11-07, Confirmed,8704,,3589
1004,Sierra Leone,2015-11-07, Confirmed,8704,,3589
1005,Sierra Leone,2015-11-07, Suspected,5131,-,158
1006,Sierra Leone,2015-11-07, Total,14 122,,3955
1007,Sierra Leone,2015-11-07, Probable,287,,208
1008,Sierra Leone,2015-11-07, Suspected,5131,,158
1009,Sierra Leone,2015-11-07, Probable,287,,208
1010,Sierra Leone,2015-11-07, Total,14 122,,3955
1011,Sierra Leone,2015-11-07, Confirmed,8704,0,3589
1012,Sierra Leone,2015-11-07, Probable,287,Not reported.,208
1013,Sierra Leone,2015-11-07, Suspected,5131,Not reported.,158
1014,Sierra Leone,2015-11-07, Total,14 122,0,3955
1015,Sierra Leone,2015-11-07, Confirmed,8704,,3589
1016,Sierra Leone,2015-11-07, Probable,287,,208
1017,Sierra Leone,2015-11-07, Suspected,5131,,158
1018,Sierra Leone,2015-11-07, Confirmed,8704,,3589
1019,Sierra Leone,2015-11-07, Confirmed,8704,-,3589
1020,Sierra Leone,2015-11-07, Total,14 122,-,3955
1021,Sierra Leone,2015-11-07, Suspected,5131,,158
1022,Sierra Leone,2015-11-07, Probable,287,-,208
1023,Sierra Leone,2015-11-07, Suspected,5131,-,158
1024,Sierra Leone,2015-11-07, Total,14 122,-,3955
1025,Sierra Leone,2015-11-07, Probable,287,-,208
1026,Sierra Leone,2015-11-07, Suspected,5131,-,158
1027,Sierra Leone,2015-11-07, Suspected,5131,,158
1028,Sierra Leone,2015-11-07, Confirmed,8704,,3589
1029,Sierra Leone,2015-11-07, Total,14 122,,3955
1030,Sierra Leone,2015-11-07, Suspected,5131,,158
1031,Sierra Leone,2015-11-07, Probable,287,,208
1032,Sierra Leone,2015-11-07, Confirmed,8704,,3589
1033,Sierra Leone,2015-11-07, Total,14 122,,3955
1034,Sierra Leone,2015-11-07, Probable,287,,208
1035,Sierra Leone,2015-11-07, Total,14 122,,3955
1036,Sierra Leone,2015-11-07, Confirmed,8704,,3589
1037,Sierra Leone,2015-11-07, Probable,287,,208
1038,Sierra Leone,2015-11-07, Suspected,5131,,158
1039,Sierra Leone,2015-11-07, Total,14 122,,3955
1040,Sierra Leone,2015-11-07, Confirmed,8704,,3589
1041,Sierra Leone,2015-11-07, Total,14 122,0,3955
1042,Sierra Leone,2015-11-07, Suspected,5131,Not reported.,158
1043,Sierra Leone,2015-11-07, Probable,287,Not reported.,208
1044,Sierra Leone,2015-11-07, Confirmed,8704,0,3589
1045,Sierra Leone,2015-11-07, Probable,287,,208
1046,Sierra Leone,2015-11-07, Suspected,5131,,158
1047,Sierra Leone,2015-11-07, Total,14 122,-,3955
1048,Sierra Leone,2015-11-07, Suspected,5131,,158
1049,Sierra Leone,2015-11-07, Suspected,5131,-,158
1050,Sierra Leone,2015-11-07, Suspected,5131,,158
1051,Sierra Leone,2015-11-07, Total,14 122,,3955
1052,Sierra Leone,2015-11-07, Confirmed,8704,0,3589
1053,Sierra Leone,2015-11-07, Probable,287,Not reported.,208
1054,Sierra Leone,2015-11-07, Suspected,5131,Not reported.,158
1055,Sierra Leone,2015-11-07, Total,14 122,0,3955
1056,Sierra Leone,2015-11-07, Confirmed,8704,-,3589
1057,Sierra Leone,2015-11-07, Probable,287,-,208
1058,Sierra Leone,2015-11-07, Suspected,5131,-,158
1059,Sierra Leone,2015-11-07, Total,14 122,-,3955
1060,Sierra Leone,2015-11-07, Confirmed,8704,0,3589
1061,Sierra Leone,2015-11-07, Probable,287,Not reported.,208
1062,Sierra Leone,2015-11-07, Suspected,5131,Not reported.,158
1063,Sierra Leone,2015-11-07, Total,14 122,0,3955
1064,Sierra Leone,2015-11-07, Total,14 122,,3955
1065,Sierra Leone,2015-11-07, Probable,287,,208
1066,Sierra Leone,2015-11-07, Confirmed,8704,,3589
1067,Sierra Leone,2015-11-07, Total,14 122,,3955
1068,Sierra Leone,2015-11-07, Suspected,5131,,158
1069,Sierra Leone,2015-11-07, Suspected,5131,,158
1070,Sierra Leone,2015-11-07, Total,14 122,,3955
1071,Sierra Leone,2015-11-07, Confirmed,8704,,3589
1072,Sierra Leone,2015-11-07, Probable,287,,208
1073,Sierra Leone,2015-11-07, Suspected,5131,,158
1074,Sierra Leone,2015-11-07, Total,14 122,,3955
1075,Sierra Leone,2015-11-07, Total,14 122,0,3955
1076,Sierra Leone,2015-11-07, Suspected,5131,,158
1077,Sierra Leone,2015-11-07, Suspected,5131,Not reported.,158
1078,Sierra Leone,2015-11-07, Confirmed,8704,0,3589
1079,Sierra Leone,2015-11-07, Confirmed,8704,-,3589
1080,Sierra Leone,2015-11-07, Probable,287,-,208
1081,Sierra Leone,2015-11-07, Suspected,5131,-,158
1082,Sierra Leone,2015-11-07, Total,14 122,-,3955
1083,Sierra Leone,2015-11-07, Confirmed,8704,,3589
1084,Sierra Leone,2015-11-07, Probable,287,,208
1085,Sierra Leone,2015-11-07, Probable,287,Not reported.,208
1086,Sierra Leone,2015-11-07, Probable,287,,208
1087,Sierra Leone,2015-11-07, Probable,287,,208
1088,Sierra Leone,2015-11-07, Total,14 122,,3955
1089,Sierra Leone,2015-11-07, Probable,287,-,208
1090,Sierra Leone,2015-11-07, Suspected,5131,-,158
1091,Sierra Leone,2015-11-07, Total,14 122,-,3955
1092,Sierra Leone,2015-11-07, Confirmed,8704,-,3589
1093,Sierra Leone,2015-11-07, Probable,287,-,208
1094,Sierra Leone,2015-11-07, Suspected,5131,-,158
1095,Sierra Leone,2015-11-07, Total,14 122,-,3955
1096,Sierra Leone,2015-11-07, Total,14 122,,3955
1097,Sierra Leone,2015-11-07, Suspected,5131,,158
1098,Sierra Leone,2015-11-07, Probable,287,,208
1099,Sierra Leone,2015-11-07, Confirmed,8704,,3589
1100,Sierra Leone,2015-11-07, Confirmed,8704,,3589
1101,Sierra Leone,2015-11-07, Probable,287,,208
1102,Sierra Leone,2015-11-07, Suspected,5131,,158
1103,Sierra Leone,2015-11-07, Total,14 122,,3955
1104,Sierra Leone,2015-11-07, Confirmed,8704,-,3589
1105,Sierra Leone,2015-11-07, Confirmed,8704,,3589
1106,Sierra Leone,2015-11-07, Probable,287,,208
1107,Sierra Leone,2015-11-07, Suspected,5131,,158
1108,Sierra Leone,2015-11-07, Suspected,5131,,158
1109,Sierra Leone,2015-11-07, Probable,287,,208
1110,Sierra Leone,2015-11-07, Confirmed,8704,,3589
1111,Sierra Leone,2015-11-07, Confirmed,8704,-,3589
1112,Sierra Leone,2015-11-07, Probable,287,-,208
1113,Sierra Leone,2015-11-07, Suspected,5131,-,158
1114,Sierra Leone,2015-11-07, Total,14 122,-,3955
1115,Sierra Leone,2015-11-07, Confirmed,8704,,3589
1116,Sierra Leone,2015-11-07, Total,14 122,-,3955
1117,Sierra Leone,2015-11-07, Probable,287,-,208
1118,Sierra Leone,2015-11-07, Confirmed,8704,-,3589
1119,Sierra Leone,2015-11-07, Total,14 122,,3955
1120,Sierra Leone,2015-11-07, Suspected,5131,,158
1121,Sierra Leone,2015-11-07, Probable,287,,208
1122,Sierra Leone,2015-11-07, Confirmed,8704,,3589
1123,Sierra Leone,2015-11-07, Total,14 122,,3955
1124,Sierra Leone,2015-11-07, Suspected,5131,-,158
1125,Sierra Leone,2015-11-07, Confirmed,8704,,3589
1126,Sierra Leone,2015-11-07, Total,14 122,-,3955
1127,Sierra Leone,2015-11-07, Confirmed,8704,0,3589
1128,Sierra Leone,2015-11-07, Probable,287,,208
1129,Sierra Leone,2015-11-07, Suspected,5131,,158
1130,Sierra Leone,2015-11-07, Total,14 122,,3955
1131,Sierra Leone,2015-11-07, Suspected,5131,,158
1132,Sierra Leone,2015-11-07, Probable,287,,208
1133,Sierra Leone,2015-11-07, Confirmed,8704,,3589
1134,Sierra Leone,2015-11-07, Total,14 122,,3955
1135,Sierra Leone,2015-11-07, Probable,287,,208
1136,Sierra Leone,2015-11-07, Confirmed,8704,,3589
1137,Sierra Leone,2015-11-07, Total,14 122,,3955
1138,Sierra Leone,2015-11-07, Confirmed,8704,,3589
1139,Sierra Leone,2015-11-07, Probable,287,,208
1140,Sierra Leone,2015-11-07, Suspected,5131,,158
1141,Sierra Leone,2015-11-07, Total,14 122,,3955
1142,Sierra Leone,2015-11-07, Suspected,5131,-,158
1143,Sierra Leone,2015-11-07, Probable,287,-,208
1144,Sierra Leone,2015-11-07, Confirmed,8704,-,3589
1145,Sierra Leone,2015-11-07, Total,14 122,0,3955
1146,Sierra Leone,2015-11-07, Suspected,5131,Not reported.,158
1147,Sierra Leone,2015-11-07, Probable,287,Not reported.,208
1148,Sierra Leone,2015-11-07, Confirmed,8704,0,3589
1149,Sierra Leone,2015-11-07, Total,14 122,-,3955
1150,Sierra Leone,2015-11-07, Suspected,5131,-,158
1151,Sierra Leone,2015-11-07, Probable,287,-,208
1152,Sierra Leone,2015-11-07, Confirmed,8704,-,3589
1153,Sierra Leone,2015-11-07, Confirmed,8704,-,3589
1154,Sierra Leone,2015-11-07, Probable,287,-,208
1155,Sierra Leone,2015-11-07, Confirmed,8704,,3589
1156,Sierra Leone,2015-11-07, Total,14 122,,3955
1157,Sierra Leone,2015-11-07, Total,14 122,-,3955
1158,Sierra Leone,2015-11-07, Suspected,5131,Not reported.,158
1159,Sierra Leone,2015-11-07, Total,14 122,-,3955
1160,Sierra Leone,2015-11-07, Suspected,5131,,158
1161,Sierra Leone,2015-11-07, Confirmed,8704,-,3589
1162,Sierra Leone,2015-11-07, Probable,287,,208
1163,Sierra Leone,2015-11-07, Confirmed,8704,,3589
1164,Sierra Leone,2015-11-07, Total,14 122,,3955
1165,Sierra Leone,2015-11-07, Suspected,5131,,158
1166,Sierra Leone,2015-11-07, Probable,287,,208
1167,Sierra Leone,2015-11-07, Total,14 122,0,3955
1168,Sierra Leone,2015-11-07, Suspected,5131,-,158
1169,Sierra Leone,2015-11-07, Probable,287,Not reported.,208
1170,Sierra Leone,2015-11-07, Probable,287,-,208
1171,Sierra Leone,2015-11-07, Total,14 122,0,3955
1172,Sierra Leone,2015-11-07, Confirmed,8704,,3589
1173,Sierra Leone,2015-11-07, Suspected,5131,Not reported.,158
1174,Sierra Leone,2015-11-07, Probable,287,Not reported.,208
1175,Sierra Leone,2015-11-07, Confirmed,8704,0,3589
1176,Sierra Leone,2016-01-17, Total,1,1,1
1177,Sierra Leone,2016-01-17, Suspected,0,0,0
1178,Sierra Leone,2016-01-17, Probable,0,0,0
1179,Sierra Leone,2016-01-17, Confirmed,1,1,1
1180,Sierra Leone,2016-01-24, Confirmed,2,2,1
1181,Sierra Leone,2016-01-24, Probable,0,0,0
1182,Sierra Leone,2016-01-24, Total,2,2,1
1183,Sierra Leone,2016-01-24, Suspected,0,0,0
1184,Sierra Leone,2016-01-31, Total,2,2,1
1185,Sierra Leone,2016-01-31, Suspected,0,0,0
1186,Sierra Leone,2016-01-31, Probable,0,0,0
1187,Sierra Leone,2016-01-31, Confirmed,2,2,1
1188,Sierra Leone,2016-02-07, Confirmed,2,2,1
1189,Sierra Leone,2016-02-07, Total,2,2,1
1190,Sierra Leone,2016-02-07, Suspected,0,0,0
1191,Sierra Leone,2016-02-07, Probable,0,0,0
1192,Sierra Leone,2016-02-14, Confirmed,2,0,1
1193,Sierra Leone,2016-02-14, Total,2,0,1
1194,Sierra Leone,2016-02-14, Suspected,Not reported.,Not reported.,Not reported.
1195,Sierra Leone,2016-02-14, Probable,Not reported.,Not reported.,Not reported.
1196,Sierra Leone,2016-02-21, Probable,Not reported.,Not reported.,Not reported.
1197,Sierra Leone,2016-02-21, Suspected,Not reported.,Not reported.,Not reported.
1198,Sierra Leone,2016-02-21, Confirmed,2,0,1
1199,Sierra Leone,2016-02-21, Total,2,0,1
1200,Sierra Leone,2016-02-28, Suspected,Not reported.,Not reported.,Not reported.
1201,Sierra Leone,2016-02-28, Confirmed,2,0,1
1202,Sierra Leone,2016-02-28, Probable,Not reported.,Not reported.,Not reported.
1203,Sierra Leone,2016-02-28, Total,2,0,1
1204,Sierra Leone,2016-03-06, Confirmed,2,0,1
1205,Sierra Leone,2016-03-06, Probable,Not reported.,Not reported.,Not reported.
1206,Sierra Leone,2016-03-06, Total,2,0,1
1207,Sierra Leone,2016-03-06, Suspected,Not reported.,Not reported.,Not reported.
1208,Sierra Leone,2016-03-13, Confirmed,2,0,1
1209,Sierra Leone,2016-03-13, Probable,Not reported.,Not reported.,Not reported.
1210,Sierra Leone,2016-03-13, Suspected,Not reported.,Not reported.,Not reported.
1211,Sierra Leone,2016-03-13, Total,2,0,1
1212,Sierra Leone,2016-03-13, Suspected,Not reported.,Not reported.,Not reported.
1213,Sierra Leone,2016-03-13, Probable,Not reported.,Not reported.,Not reported.
1214,Sierra Leone,2016-03-13, Confirmed,2,0,1
1215,Sierra Leone,2016-03-13, Total,2,0,1
1216,Sierra Leone,2016-03-17, Confirmed,2,-,1
1217,Sierra Leone,2016-03-17, Probable,Not reported.,Not reported.,Not reported.
1218,Sierra Leone,2016-03-17, Confirmed,2,-,1
1219,Sierra Leone,2016-03-17, Suspected,Not reported.,Not reported.,Not reported.
1220,Sierra Leone,2016-03-17, Total,2,-,1
1221,Sierra Leone,2016-03-17, Total,2,0,1
1222,Sierra Leone,2016-03-17, Suspected,Not reported.,Not reported.,Not reported.
1223,Sierra Leone,2016-03-17, Suspected,Not reported.,Not reported.,Not reported.
1224,Sierra Leone,2016-03-17, Suspected,Not reported.,Not reported.,Not reported.
1225,Sierra Leone,2016-03-17, Probable,Not reported.,Not reported.,Not reported.
1226,Sierra Leone,2016-03-17, Total,2,-,1
1227,Sierra Leone,2016-03-17, Suspected,Not reported.,Not reported.,Not reported.
1228,Sierra Leone,2016-03-17, Probable,Not reported.,Not reported.,Not reported.
1229,Sierra Leone,2016-03-17, Confirmed,2,-,1
1230,Sierra Leone,2016-03-17, Confirmed,2,0,1
1231,Sierra Leone,2016-03-17, Total,2,-,1
1232,Sierra Leone,2016-03-17, Total,2,-,1
1233,Sierra Leone,2016-03-17, Probable,Not reported.,Not reported.,Not reported.
1234,Sierra Leone,2016-03-17, Probable,Not reported.,Not reported.,Not reported.
1235,Sierra Leone,2016-03-17, Confirmed,2,-,1
1236,Sierra Leone,2016-03-17, Total,2,-,1
1237,Sierra Leone,2016-03-17, Confirmed,2,-,1
1238,Sierra Leone,2016-03-17, Probable,Not reported.,Not reported.,Not reported.
1239,Sierra Leone,2016-03-17, Total,2,-,1
1240,Sierra Leone,2016-03-17, Confirmed,2,-,1
1241,Sierra Leone,2016-03-17, Probable,Not reported.,Not reported.,Not reported.
1242,Sierra Leone,2016-03-17, Suspected,Not reported.,Not reported.,Not reported.
1243,Sierra Leone,2016-03-17, Suspected,Not reported.,Not reported.,Not reported.
