,Pandemic,Region,Year,Country,Domain,Sub-Domain,LoS_mean,LoS_low,LoS_high,mortality_rate,hopitalization_rate_mean,hopitalization_rate_low,hopitalization_rate_high,R0_mean,R0_low,R0_high,Object_Transmit,Blood_Transmit,Airborne,Vector_Transmit,Droplets_Transmit,latent_period_mean,latent_period_low,latent_period_high,incubation_period_mean,incubation_period_low,incubation_period_high,average_time_to_death_mean,average_time_to_death_low,average_time_to_death_high,average_time_to_discharge_mean,average_time_to_discharge_low,average_time_to_discharge_high
756,Covid-19,AMRO,2021,Uruguay,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
757,Covid-19,EURO,2021,Uzbekistan,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
758,Covid-19,WPRO,2021,Vanuatu,,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
759,Covid-19,AMRO,2021,Venezuela (Bolivarian Republic of),,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
760,Covid-19,WPRO,2021,Viet Nam,,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
761,Covid-19,WPRO,2021,Wallis and Futuna,,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
762,Covid-19,EMRO,2021,Yemen,,,,8.26,15.6,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
763,Covid-19,AFRO,2021,Zambia,,,,1.0,22.76,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
764,Covid-19,AFRO,2021,Zimbabwe,,,,1.0,22.76,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
765,Covid-19,EMRO,2021,"occupied Palestinian territory, including east Jerusalem",,,,8.26,15.6,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
766,Covid-19,AMRO,2021,United States,American Samoa,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
767,Covid-19,EMRO,2022,Afghanistan,,,,8.26,15.6,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
768,Covid-19,EURO,2022,Albania,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
769,Covid-19,AFRO,2022,Algeria,,,,1.0,22.76,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
770,Covid-19,WPRO,2022,American Samoa,,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
771,Covid-19,EURO,2022,Andorra,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
772,Covid-19,AFRO,2022,Angola,,,,1.0,22.76,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
773,Covid-19,AMRO,2022,Anguilla,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
774,Covid-19,AMRO,2022,Antigua and Barbuda,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
775,Covid-19,AMRO,2022,Argentina,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
776,Covid-19,EURO,2022,Armenia,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
777,Covid-19,AMRO,2022,Aruba,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
778,Covid-19,WPRO,2022,Australia,Australian Capital Territory,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
779,Covid-19,WPRO,2022,Australia,New South Wales,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
780,Covid-19,WPRO,2022,Australia,Northern Territory,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
781,Covid-19,WPRO,2022,Australia,Queensland,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
782,Covid-19,WPRO,2022,Australia,South Australia,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
783,Covid-19,WPRO,2022,Australia,Tasmania,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
784,Covid-19,WPRO,2022,Australia,Victoria,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
785,Covid-19,WPRO,2022,Australia,Western Australia,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
786,Covid-19,WPRO,2022,Australia,,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
787,Covid-19,EURO,2022,Austria,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
788,Covid-19,EURO,2022,Azerbaijan,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
789,Covid-19,AMRO,2022,Bahamas,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
790,Covid-19,EMRO,2022,Bahrain,,,,8.26,15.6,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
791,Covid-19,SEARO,2022,Bangladesh,,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
792,Covid-19,AMRO,2022,Barbados,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
793,Covid-19,EURO,2022,Belarus,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
794,Covid-19,EURO,2022,Belgium,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
795,Covid-19,AMRO,2022,Belize,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
796,Covid-19,AFRO,2022,Benin,,,,1.0,22.76,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
797,Covid-19,AMRO,2022,Bermuda,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
798,Covid-19,SEARO,2022,Bhutan,,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
799,Covid-19,AMRO,2022,Bolivia (Plurinational State of),,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
800,Covid-19,AMRO,2022,Bonaire,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
801,Covid-19,EURO,2022,Bosnia and Herzegovina,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
802,Covid-19,AFRO,2022,Botswana,,,,1.0,22.76,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
803,Covid-19,AMRO,2022,Brazil,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
804,Covid-19,AMRO,2022,British Virgin Islands,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
805,Covid-19,WPRO,2022,Brunei Darussalam,,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
806,Covid-19,EURO,2022,Bulgaria,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
807,Covid-19,AFRO,2022,Burkina Faso,,,,1.0,22.76,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
808,Covid-19,AFRO,2022,Burundi,,,,1.0,22.76,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
809,Covid-19,AFRO,2022,Cabo Verde,,,,1.0,22.76,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
810,Covid-19,WPRO,2022,Cambodia,,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
811,Covid-19,AFRO,2022,Cameroon,,,,1.0,22.76,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
812,Covid-19,AMRO,2022,Canada,Alberta,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
813,Covid-19,AMRO,2022,Canada,British Columbia,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
814,Covid-19,AMRO,2022,Canada,Diamond Princess,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
815,Covid-19,AMRO,2022,Canada,Grand Princess,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
816,Covid-19,AMRO,2022,Canada,Manitoba,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
817,Covid-19,AMRO,2022,Canada,New Brunswick,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
818,Covid-19,AMRO,2022,Canada,Newfoundland and Labrador,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
819,Covid-19,AMRO,2022,Canada,Northwest Territories,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
820,Covid-19,AMRO,2022,Canada,Nova Scotia,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
821,Covid-19,AMRO,2022,Canada,Nunavut,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
822,Covid-19,AMRO,2022,Canada,Ontario,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
823,Covid-19,AMRO,2022,Canada,Prince Edward Island,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
824,Covid-19,AMRO,2022,Canada,Quebec,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
825,Covid-19,AMRO,2022,Canada,Repatriated Travellers,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
826,Covid-19,AMRO,2022,Canada,Saskatchewan,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
827,Covid-19,AMRO,2022,Canada,Yukon,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
828,Covid-19,AMRO,2022,Canada,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
829,Covid-19,AMRO,2022,Cayman Islands,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
830,Covid-19,AFRO,2022,Central African Republic,,,,1.0,22.76,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
831,Covid-19,AFRO,2022,Chad,,,,1.0,22.76,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
832,Covid-19,AMRO,2022,Chile,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
833,Covid-19,WPRO,2022,China,Anhui,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
834,Covid-19,WPRO,2022,China,Beijing,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
835,Covid-19,WPRO,2022,China,Chongqing,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
836,Covid-19,WPRO,2022,China,Fujian,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
837,Covid-19,WPRO,2022,China,Gansu,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
838,Covid-19,WPRO,2022,China,Guangdong,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
839,Covid-19,WPRO,2022,China,Guangxi,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
840,Covid-19,WPRO,2022,China,Guizhou,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
841,Covid-19,WPRO,2022,China,Hainan,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
842,Covid-19,WPRO,2022,China,Hebei,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
843,Covid-19,WPRO,2022,China,Heilongjiang,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
844,Covid-19,WPRO,2022,China,Henan,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
845,Covid-19,WPRO,2022,China,Hong Kong,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
846,Covid-19,WPRO,2022,China,Hubei,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
847,Covid-19,WPRO,2022,China,Hunan,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
848,Covid-19,WPRO,2022,China,Inner Mongolia,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
849,Covid-19,WPRO,2022,China,Jiangsu,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
850,Covid-19,WPRO,2022,China,Jiangxi,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
851,Covid-19,WPRO,2022,China,Jilin,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
852,Covid-19,WPRO,2022,China,Liaoning,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
853,Covid-19,WPRO,2022,China,Macau,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
854,Covid-19,WPRO,2022,China,Ningxia,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
855,Covid-19,WPRO,2022,China,Qinghai,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
856,Covid-19,WPRO,2022,China,Shaanxi,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
857,Covid-19,WPRO,2022,China,Shandong,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
858,Covid-19,WPRO,2022,China,Shanghai,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
859,Covid-19,WPRO,2022,China,Shanxi,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
860,Covid-19,WPRO,2022,China,Sichuan,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
861,Covid-19,WPRO,2022,China,Tianjin,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
862,Covid-19,WPRO,2022,China,Tibet,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
863,Covid-19,WPRO,2022,China,Unknown,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
864,Covid-19,WPRO,2022,China,Xinjiang,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
865,Covid-19,WPRO,2022,China,Yunnan,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
866,Covid-19,WPRO,2022,China,Zhejiang,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
867,Covid-19,WPRO,2022,China,,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
868,Covid-19,AMRO,2022,Colombia,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
869,Covid-19,AFRO,2022,Comoros,,,,1.0,22.76,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
870,Covid-19,AFRO,2022,Congo,,,,1.0,22.76,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
871,Covid-19,WPRO,2022,Cook Islands,,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
872,Covid-19,AMRO,2022,Costa Rica,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
873,Covid-19,EURO,2022,Croatia,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
874,Covid-19,AMRO,2022,Cuba,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
875,Covid-19,AMRO,2022,Curaçao,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
876,Covid-19,EURO,2022,Cyprus,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
877,Covid-19,EURO,2022,Czechia,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
878,Covid-19,AFRO,2022,Côte d’Ivoire,,,,1.0,22.76,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
879,Covid-19,SEARO,2022,Democratic People's Republic of Korea,,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
880,Covid-19,AFRO,2022,Democratic Republic of the Congo,,,,1.0,22.76,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
881,Covid-19,EURO,2022,Denmark,Faroe Islands,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
882,Covid-19,EURO,2022,Denmark,Greenland,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
883,Covid-19,EURO,2022,Denmark,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
884,Covid-19,EMRO,2022,Djibouti,,,,8.26,15.6,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
885,Covid-19,AMRO,2022,Dominica,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
