Microbe Family,Microbe Genus,Microbe Species,Region,Country,State/City,date,type,number
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Republic of Ireland,None,2003-04-03,Cumulative_Cases,1
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Romania,None,2003-04-03,Cumulative_Cases,1
Coronaviridae,Betacoronavirus,SARS-CoV-1,WPRO,Singapore,None,2003-04-03,Cumulative_Cases,98
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Switzerland,None,2003-04-03,Cumulative_Cases,2
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,Thailand,None,2003-04-03,Cumulative_Cases,7
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,United Kingdom,None,2003-04-03,Cumulative_Cases,3
Coronaviridae,Betacoronavirus,SARS-CoV-1,AMRO,United States,None,2003-04-03,Cumulative_Cases,85
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,Viet Nam,None,2003-04-03,Cumulative_Cases,59
Coronaviridae,Betacoronavirus,SARS-CoV-1,WPRO,Australia,None,2003-04-04,Cumulative_Cases,1
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Belgium,None,2003-04-04,Cumulative_Cases,1
Coronaviridae,Betacoronavirus,SARS-CoV-1,AMRO,Brazil,None,2003-04-04,Cumulative_Cases,1
Coronaviridae,Betacoronavirus,SARS-CoV-1,AMRO,Canada,None,2003-04-04,Cumulative_Cases,69
Coronaviridae,Betacoronavirus,SARS-CoV-1,WPRO,China,None,2003-04-04,Cumulative_Cases,1220
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,"Hong Kong SAR, China",None,2003-04-04,Cumulative_Cases,761
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,"Taiwan, China",None,2003-04-04,Cumulative_Cases,15
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,France,None,2003-04-04,Cumulative_Cases,3
